时间戳,通道1,通道2,通道3
3487.0,0.081591,0.935814,0.718855
3488.0,0.075327,0.93131,0.73183
3489.0,0.06906,0.92666,0.744545
3490.0,0.062791,0.921863,0.756995
3491.0,0.056519,0.916921,0.769177
3492.0,0.050244,0.911834,0.781085
3493.0,0.043968,0.906603,0.792715
3494.0,0.03769,0.901228,0.804064
3495.0,0.031411,0.895712,0.815128
3496.0,0.02513,0.890054,0.825902
3497.0,0.018848,0.884255,0.836382
3498.0,0.012566,0.878317,0.846565
3499.0,0.006283,0.87224,0.856447
3500.0,0.0,0.866025,0.866025
3501.0,-0.006283,0.859674,0.875296
3502.0,-0.012566,0.853187,0.884255
3503.0,-0.018848,0.846565,0.8929
3504.0,-0.02513,0.839809,0.901228
3505.0,-0.031411,0.832921,0.909236
3506.0,-0.03769,0.825902,0.916921
3507.0,-0.043968,0.818751,0.92428
3508.0,-0.050244,0.811472,0.93131
3509.0,-0.056519,0.804064,0.93801
3510.0,-0.062791,0.79653,0.944376
3511.0,-0.06906,0.78887,0.950407
3512.0,-0.075327,0.781085,0.9561
3513.0,-0.081591,0.773177,0.961454
3514.0,-0.087851,0.765146,0.966466
3515.0,-0.094108,0.756995,0.971134
3516.0,-0.100362,0.748724,0.975458
3517.0,-0.106611,0.740335,0.979435
3518.0,-0.112856,0.73183,0.983064
3519.0,-0.119097,0.723208,0.986343
3520.0,-0.125333,0.714473,0.989272
3521.0,-0.131564,0.705624,0.99185
3522.0,-0.13779,0.696664,0.994075
3523.0,-0.144011,0.687595,0.995947
3524.0,-0.150226,0.678416,0.997466
3525.0,-0.156434,0.669131,0.99863
3526.0,-0.162637,0.659739,0.999439
3527.0,-0.168833,0.650244,0.999893
3528.0,-0.175023,0.640646,0.999991
3529.0,-0.181206,0.630947,0.999735
3530.0,-0.187381,0.621148,0.999123
3531.0,-0.193549,0.611251,0.998156
3532.0,-0.19971,0.601257,0.996835
3533.0,-0.205863,0.591169,0.995159
3534.0,-0.212007,0.580987,0.99313
3535.0,-0.218143,0.570714,0.990748
3536.0,-0.224271,0.56035,0.988014
3537.0,-0.230389,0.549898,0.984929
3538.0,-0.236499,0.539359,0.981494
3539.0,-0.242599,0.528735,0.97771
3540.0,-0.24869,0.518027,0.973579
3541.0,-0.254771,0.507238,0.969102
3542.0,-0.260842,0.496368,0.964281
3543.0,-0.266902,0.48542,0.959117
3544.0,-0.272952,0.474396,0.953612
3545.0,-0.278991,0.463296,0.947768
3546.0,-0.285019,0.452123,0.941588
3547.0,-0.291036,0.440879,0.935073
3548.0,-0.297042,0.429566,0.928226
3549.0,-0.303035,0.418184,0.92105
3550.0,-0.309017,0.406737,0.913545
3551.0,-0.314987,0.395225,0.905717
3552.0,-0.320944,0.383651,0.897566
3553.0,-0.326888,0.372016,0.889097
3554.0,-0.33282,0.360322,0.880312
3555.0,-0.338738,0.348572,0.871214
3556.0,-0.344643,0.336767,0.861806
3557.0,-0.350534,0.324908,0.852093
3558.0,-0.356412,0.312998,0.842076
3559.0,-0.362275,0.301039,0.83176
3560.0,-0.368125,0.289032,0.821149
3561.0,-0.373959,0.276979,0.810246
3562.0,-0.379779,0.264883,0.799055
3563.0,-0.385584,0.252745,0.787581
3564.0,-0.391374,0.240567,0.775826
3565.0,-0.397148,0.228351,0.763796
3566.0,-0.402906,0.216099,0.751494
3567.0,-0.408649,0.203813,0.738926
3568.0,-0.414376,0.191494,0.726095
3569.0,-0.420086,0.179146,0.713006
3570.0,-0.425779,0.166769,0.699663
3571.0,-0.431456,0.154366,0.686072
3572.0,-0.437116,0.141938,0.672238
3573.0,-0.442758,0.129488,0.658164
3574.0,-0.448383,0.117017,0.643857
3575.0,-0.45399,0.104528,0.62932
3576.0,-0.45958,0.092023,0.614561
3577.0,-0.465151,0.079503,0.599582
3578.0,-0.470704,0.06697,0.584391
3579.0,-0.476238,0.054427,0.568993
3580.0,-0.481754,0.041876,0.553392
3581.0,-0.48725,0.029317,0.537594
3582.0,-0.492727,0.016754,0.521605
3583.0,-0.498185,0.004189,0.505431
3584.0,-0.503623,-0.008377,0.489078
3585.0,-0.509041,-0.020942,0.472551
3586.0,-0.51444,-0.033504,0.455856
3587.0,-0.519817,-0.04606,0.438999
3588.0,-0.525175,-0.058609,0.421985
3589.0,-0.530511,-0.071149,0.404822
3590.0,-0.535827,-0.083678,0.387516
3591.0,-0.541121,-0.096193,0.370071
3592.0,-0.546394,-0.108693,0.352495
3593.0,-0.551646,-0.121176,0.334794
3594.0,-0.556876,-0.13364,0.316974
3595.0,-0.562083,-0.146083,0.299041
3596.0,-0.567269,-0.158503,0.281002
3597.0,-0.572432,-0.170897,0.262863
3598.0,-0.577573,-0.183265,0.244631
3599.0,-0.58269,-0.195604,0.226311
3600.0,-0.587785,-0.207912,0.207912
3601.0,-0.592857,-0.220187,0.189438
3602.0,-0.597905,-0.232427,0.170897
3603.0,-0.60293,-0.244631,0.152296
3604.0,-0.60793,-0.256795,0.13364
3605.0,-0.612907,-0.26892,0.114937
3606.0,-0.61786,-0.281002,0.096193
3607.0,-0.622788,-0.293039,0.077415
3608.0,-0.627691,-0.305031,0.058609
3609.0,-0.63257,-0.316974,0.039783
3610.0,-0.637424,-0.328867,0.020942
3611.0,-0.642253,-0.340708,0.002094
3612.0,-0.647056,-0.352495,-0.016754
3613.0,-0.651834,-0.364227,-0.035597
3614.0,-0.656586,-0.375901,-0.054427
3615.0,-0.661312,-0.387516,-0.073238
3616.0,-0.666012,-0.399069,-0.092023
3617.0,-0.670686,-0.41056,-0.110775
3618.0,-0.675333,-0.421985,-0.129488
3619.0,-0.679953,-0.433345,-0.148155
3620.0,-0.684547,-0.444635,-0.166769
3621.0,-0.689114,-0.455856,-0.185324
3622.0,-0.693653,-0.467004,-0.203813
3623.0,-0.698165,-0.478079,-0.222229
3624.0,-0.70265,-0.489078,-0.240567
3625.0,-0.707107,-0.5,-0.258819
3626.0,-0.711536,-0.510843,-0.276979
3627.0,-0.715936,-0.521605,-0.295041
3628.0,-0.720309,-0.532285,-0.312998
3629.0,-0.724653,-0.542881,-0.330844
3630.0,-0.728969,-0.553392,-0.348572
3631.0,-0.733255,-0.563814,-0.366176
3632.0,-0.737513,-0.574148,-0.383651
3633.0,-0.741742,-0.584391,-0.400989
3634.0,-0.745941,-0.594542,-0.418184
3635.0,-0.750111,-0.604599,-0.435231
3636.0,-0.754251,-0.614561,-0.452123
3637.0,-0.758362,-0.624425,-0.468855
3638.0,-0.762443,-0.634191,-0.48542
3639.0,-0.766493,-0.643857,-0.501813
3640.0,-0.770513,-0.653421,-0.518027
3641.0,-0.774503,-0.662881,-0.534057
3642.0,-0.778462,-0.672238,-0.549898
3643.0,-0.782391,-0.681488,-0.565543
3644.0,-0.786288,-0.69063,-0.580987
3645.0,-0.790155,-0.699663,-0.596225
3646.0,-0.79399,-0.708586,-0.611251
3647.0,-0.797794,-0.717397,-0.62606
3648.0,-0.801567,-0.726095,-0.640646
3649.0,-0.805308,-0.734678,-0.655005
3650.0,-0.809017,-0.743145,-0.669131
3651.0,-0.812694,-0.751494,-0.683019
3652.0,-0.816339,-0.759725,-0.696664
3653.0,-0.819952,-0.767836,-0.710062
3654.0,-0.823533,-0.775826,-0.723208
3655.0,-0.827081,-0.783693,-0.736097
3656.0,-0.830596,-0.791437,-0.748724
3657.0,-0.834078,-0.799055,-0.761086
3658.0,-0.837528,-0.806548,-0.773177
3659.0,-0.840945,-0.813913,-0.784993
3660.0,-0.844328,-0.821149,-0.79653
3661.0,-0.847678,-0.828256,-0.807784
3662.0,-0.850994,-0.835232,-0.818751
3663.0,-0.854277,-0.842076,-0.829428
3664.0,-0.857527,-0.848787,-0.839809
3665.0,-0.860742,-0.855364,-0.849893
3666.0,-0.863923,-0.861806,-0.859674
3667.0,-0.867071,-0.868112,-0.86915
3668.0,-0.870184,-0.874281,-0.878317
3669.0,-0.873262,-0.880312,-0.887172
3670.0,-0.876307,-0.886204,-0.895712
3671.0,-0.879316,-0.891955,-0.903933
3672.0,-0.882291,-0.897566,-0.911834
3673.0,-0.885231,-0.903036,-0.91941
3674.0,-0.888136,-0.908362,-0.92666
3675.0,-0.891007,-0.913545,-0.93358
3676.0,-0.893841,-0.918584,-0.940169
3677.0,-0.896641,-0.923478,-0.946424
3678.0,-0.899405,-0.928226,-0.952343
3679.0,-0.902134,-0.932828,-0.957923
3680.0,-0.904827,-0.937282,-0.963163
3681.0,-0.907484,-0.941588,-0.96806
3682.0,-0.910106,-0.945746,-0.972614
3683.0,-0.912692,-0.949754,-0.976822
3684.0,-0.915241,-0.953612,-0.980683
3685.0,-0.917755,-0.957319,-0.984196
3686.0,-0.920232,-0.960876,-0.987359
3687.0,-0.922673,-0.964281,-0.990171
3688.0,-0.925077,-0.967533,-0.992631
3689.0,-0.927445,-0.970633,-0.994739
3690.0,-0.929776,-0.973579,-0.996493
3691.0,-0.932071,-0.976371,-0.997893
3692.0,-0.934329,-0.97901,-0.998939
3693.0,-0.93655,-0.981494,-0.999629
3694.0,-0.938734,-0.983823,-0.999965
3695.0,-0.940881,-0.985996,-0.999945
3696.0,-0.942991,-0.988014,-0.99957
3697.0,-0.945063,-0.989876,-0.99884
3698.0,-0.947098,-0.991581,-0.997755
3699.0,-0.949096,-0.99313,-0.996315
3700.0,-0.951057,-0.994522,-0.994522
3701.0,-0.952979,-0.995757,-0.992375
3702.0,-0.954865,-0.996835,-0.989876
3703.0,-0.956712,-0.997755,-0.987024
3704.0,-0.958522,-0.998518,-0.983823
3705.0,-0.960294,-0.999123,-0.980271
3706.0,-0.962028,-0.99957,-0.976371
3707.0,-0.963724,-0.99986,-0.972125
3708.0,-0.965382,-0.999991,-0.967533
3709.0,-0.967001,-0.999965,-0.962597
3710.0,-0.968583,-0.999781,-0.957319
3711.0,-0.970127,-0.999439,-0.951702
3712.0,-0.971632,-0.998939,-0.945746
3713.0,-0.973099,-0.998281,-0.939454
3714.0,-0.974527,-0.997466,-0.932828
3715.0,-0.975917,-0.996493,-0.925871
3716.0,-0.977268,-0.995363,-0.918584
3717.0,-0.978581,-0.994075,-0.910972
3718.0,-0.979855,-0.992631,-0.903036
3719.0,-0.981091,-0.99103,-0.894779
3720.0,-0.982287,-0.989272,-0.886204
3721.0,-0.983445,-0.987359,-0.877314
3722.0,-0.984564,-0.985289,-0.868112
3723.0,-0.985645,-0.983064,-0.858602
3724.0,-0.986686,-0.980683,-0.848787
3725.0,-0.987688,-0.978148,-0.838671
3726.0,-0.988652,-0.975458,-0.828256
3727.0,-0.989576,-0.972614,-0.817547
3728.0,-0.990461,-0.969616,-0.806548
3729.0,-0.991308,-0.966466,-0.795262
3730.0,-0.992115,-0.963163,-0.783693
3731.0,-0.992883,-0.959707,-0.771847
3732.0,-0.993611,-0.9561,-0.759725
3733.0,-0.994301,-0.952343,-0.747334
3734.0,-0.994951,-0.948434,-0.734678
3735.0,-0.995562,-0.944376,-0.72176
3736.0,-0.996134,-0.940169,-0.708586
3737.0,-0.996666,-0.935814,-0.69516
3738.0,-0.997159,-0.93131,-0.681488
3739.0,-0.997613,-0.92666,-0.667573
3740.0,-0.998027,-0.921863,-0.653421
3741.0,-0.998402,-0.916921,-0.639036
3742.0,-0.998737,-0.911834,-0.624425
3743.0,-0.999033,-0.906603,-0.609592
3744.0,-0.999289,-0.901228,-0.594542
3745.0,-0.999507,-0.895712,-0.579281
3746.0,-0.999684,-0.890054,-0.563814
3747.0,-0.999822,-0.884255,-0.548147
3748.0,-0.999921,-0.878317,-0.532285
3749.0,-0.99998,-0.87224,-0.516234
3750.0,-1.0,-0.866025,-0.5
3751.0,-0.99998,-0.859674,-0.483588
3752.0,-0.999921,-0.853187,-0.467004
3753.0,-0.999822,-0.846565,-0.450254
3754.0,-0.999684,-0.839809,-0.433345
3755.0,-0.999507,-0.832921,-0.416281
3756.0,-0.999289,-0.825902,-0.399069
3757.0,-0.999033,-0.818751,-0.381716
3758.0,-0.998737,-0.811472,-0.364227
3759.0,-0.998402,-0.804064,-0.346608
3760.0,-0.998027,-0.79653,-0.328867
3761.0,-0.997613,-0.78887,-0.311008
3762.0,-0.997159,-0.781085,-0.293039
3763.0,-0.996666,-0.773177,-0.274966
3764.0,-0.996134,-0.765146,-0.256795
3765.0,-0.995562,-0.756995,-0.238533
3766.0,-0.994951,-0.748724,-0.220187
3767.0,-0.994301,-0.740335,-0.201762
3768.0,-0.993611,-0.73183,-0.183265
3769.0,-0.992883,-0.723208,-0.164703
3770.0,-0.992115,-0.714473,-0.146083
3771.0,-0.991308,-0.705624,-0.127411
3772.0,-0.990461,-0.696664,-0.108693
3773.0,-0.989576,-0.687595,-0.089937
3774.0,-0.988652,-0.678416,-0.071149
3775.0,-0.987688,-0.669131,-0.052336
3776.0,-0.986686,-0.659739,-0.033504
3777.0,-0.985645,-0.650244,-0.01466
3778.0,-0.984564,-0.640646,0.004189
3779.0,-0.983445,-0.630947,0.023036
3780.0,-0.982287,-0.621148,0.041876
3781.0,-0.981091,-0.611251,0.0607
3782.0,-0.979855,-0.601257,0.079503
3783.0,-0.978581,-0.591169,0.098278
3784.0,-0.977268,-0.580987,0.117017
3785.0,-0.975917,-0.570714,0.135716
3786.0,-0.974527,-0.56035,0.154366
3787.0,-0.973099,-0.549898,0.172961
3788.0,-0.971632,-0.539359,0.191494
3789.0,-0.970127,-0.528735,0.20996
3790.0,-0.968583,-0.518027,0.228351
3791.0,-0.967001,-0.507238,0.246661
3792.0,-0.965382,-0.496368,0.264883
3793.0,-0.963724,-0.48542,0.283011
3794.0,-0.962028,-0.474396,0.301039
3795.0,-0.960294,-0.463296,0.318959
3796.0,-0.958522,-0.452123,0.336767
3797.0,-0.956712,-0.440879,0.354454
3798.0,-0.954865,-0.429566,0.372016
3799.0,-0.952979,-0.418184,0.389445
3800.0,-0.951057,-0.406737,0.406737
3801.0,-0.949096,-0.395225,0.423883
3802.0,-0.947098,-0.383651,0.440879
3803.0,-0.945063,-0.372016,0.457719
3804.0,-0.942991,-0.360322,0.474396
3805.0,-0.940881,-0.348572,0.490904
3806.0,-0.938734,-0.336767,0.507238
3807.0,-0.93655,-0.324908,0.523391
3808.0,-0.934329,-0.312998,0.539359
3809.0,-0.932071,-0.301039,0.555135
3810.0,-0.929776,-0.289032,0.570714
3811.0,-0.927445,-0.276979,0.58609
3812.0,-0.925077,-0.264883,0.601257
3813.0,-0.922673,-0.252745,0.616211
3814.0,-0.920232,-0.240567,0.630947
3815.0,-0.917755,-0.228351,0.645458
3816.0,-0.915241,-0.216099,0.659739
3817.0,-0.912692,-0.203813,0.673787
3818.0,-0.910106,-0.191494,0.687595
3819.0,-0.907484,-0.179146,0.701158
3820.0,-0.904827,-0.166769,0.714473
3821.0,-0.902134,-0.154366,0.727533
3822.0,-0.899405,-0.141938,0.740335
3823.0,-0.896641,-0.129488,0.752875
3824.0,-0.893841,-0.117017,0.765146
3825.0,-0.891007,-0.104528,0.777146
3826.0,-0.888136,-0.092023,0.78887
3827.0,-0.885231,-0.079503,0.800313
3828.0,-0.882291,-0.06697,0.811472
3829.0,-0.879316,-0.054427,0.822343
3830.0,-0.876307,-0.041876,0.832921
3831.0,-0.873262,-0.029317,0.843204
3832.0,-0.870184,-0.016754,0.853187
3833.0,-0.867071,-0.004189,0.862867
3834.0,-0.863923,0.008377,0.87224
3835.0,-0.860742,0.020942,0.881303
3836.0,-0.857527,0.033504,0.890054
3837.0,-0.854277,0.04606,0.898488
3838.0,-0.850994,0.058609,0.906603
3839.0,-0.847678,0.071149,0.914395
3840.0,-0.844328,0.083678,0.921863
3841.0,-0.840945,0.096193,0.929003
3842.0,-0.837528,0.108693,0.935814
3843.0,-0.834078,0.121176,0.942291
3844.0,-0.830596,0.13364,0.948434
3845.0,-0.827081,0.146083,0.95424
3846.0,-0.823533,0.158503,0.959707
3847.0,-0.819952,0.170897,0.964833
3848.0,-0.816339,0.183265,0.969616
3849.0,-0.812694,0.195604,0.974055
3850.0,-0.809017,0.207912,0.978148
3851.0,-0.805308,0.220187,0.981893
3852.0,-0.801567,0.232427,0.985289
3853.0,-0.797794,0.244631,0.988335
3854.0,-0.79399,0.256795,0.99103
3855.0,-0.790155,0.26892,0.993373
3856.0,-0.786288,0.281002,0.995363
3857.0,-0.782391,0.293039,0.996999
3858.0,-0.778462,0.305031,0.998281
3859.0,-0.774503,0.316974,0.999208
3860.0,-0.770513,0.328867,0.999781
3861.0,-0.766493,0.340708,0.999998
3862.0,-0.762443,0.352495,0.99986
3863.0,-0.758362,0.364227,0.999366
3864.0,-0.754251,0.375901,0.998518
3865.0,-0.750111,0.387516,0.997314
3866.0,-0.745941,0.399069,0.995757
3867.0,-0.741742,0.41056,0.993845
3868.0,-0.737513,0.421985,0.991581
3869.0,-0.733255,0.433345,0.988964
3870.0,-0.728969,0.444635,0.985996
3871.0,-0.724653,0.455856,0.982678
3872.0,-0.720309,0.467004,0.97901
3873.0,-0.715936,0.478079,0.974994
3874.0,-0.711536,0.489078,0.970633
3875.0,-0.707107,0.5,0.965926
3876.0,-0.70265,0.510843,0.960876
3877.0,-0.698165,0.521605,0.955485
3878.0,-0.693653,0.532285,0.949754
3879.0,-0.689114,0.542881,0.943686
3880.0,-0.684547,0.553392,0.937282
3881.0,-0.679953,0.563814,0.930545
3882.0,-0.675333,0.574148,0.923478
3883.0,-0.670686,0.584391,0.916083
3884.0,-0.666012,0.594542,0.908362
3885.0,-0.661312,0.604599,0.900319
3886.0,-0.656586,0.614561,0.891955
3887.0,-0.651834,0.624425,0.883275
3888.0,-0.647056,0.634191,0.874281
3889.0,-0.642253,0.643857,0.864976
3890.0,-0.637424,0.653421,0.855364
3891.0,-0.63257,0.662881,0.845448
3892.0,-0.627691,0.672238,0.835232
3893.0,-0.622788,0.681488,0.824719
3894.0,-0.61786,0.69063,0.813913
3895.0,-0.612907,0.699663,0.802817
3896.0,-0.60793,0.708586,0.791437
3897.0,-0.60293,0.717397,0.779775
3898.0,-0.597905,0.726095,0.767836
3899.0,-0.592857,0.734678,0.755625
3900.0,-0.587785,0.743145,0.743145
3901.0,-0.58269,0.751494,0.730401
3902.0,-0.577573,0.759725,0.717397
3903.0,-0.572432,0.767836,0.704139
3904.0,-0.567269,0.775826,0.69063
3905.0,-0.562083,0.783693,0.676876
3906.0,-0.556876,0.791437,0.662881
3907.0,-0.551646,0.799055,0.648651
3908.0,-0.546394,0.806548,0.634191
3909.0,-0.541121,0.813913,0.619505
3910.0,-0.535827,0.821149,0.604599
3911.0,-0.530511,0.828256,0.589478
3912.0,-0.525175,0.835232,0.574148
3913.0,-0.519817,0.842076,0.558614
3914.0,-0.51444,0.848787,0.542881
3915.0,-0.509041,0.855364,0.526956
3916.0,-0.503623,0.861806,0.510843
3917.0,-0.498185,0.868112,0.494549
3918.0,-0.492727,0.874281,0.478079
3919.0,-0.48725,0.880312,0.461439
3920.0,-0.481754,0.886204,0.444635
3921.0,-0.476238,0.891955,0.427673
3922.0,-0.470704,0.897566,0.41056
3923.0,-0.465151,0.903036,0.3933
3924.0,-0.45958,0.908362,0.375901
3925.0,-0.45399,0.913545,0.358368
3926.0,-0.448383,0.918584,0.340708
3927.0,-0.442758,0.923478,0.322927
3928.0,-0.437116,0.928226,0.305031
3929.0,-0.431456,0.932828,0.287026
3930.0,-0.425779,0.937282,0.26892
3931.0,-0.420086,0.941588,0.250718
3932.0,-0.414376,0.945746,0.232427
3933.0,-0.408649,0.949754,0.214053
3934.0,-0.402906,0.953612,0.195604
3935.0,-0.397148,0.957319,0.177085
3936.0,-0.391374,0.960876,0.158503
3937.0,-0.385584,0.964281,0.139864
3938.0,-0.379779,0.967533,0.121176
3939.0,-0.373959,0.970633,0.102445
3940.0,-0.368125,0.973579,0.083678
3941.0,-0.362275,0.976371,0.064881
3942.0,-0.356412,0.97901,0.04606
3943.0,-0.350534,0.981494,0.027224
3944.0,-0.344643,0.983823,0.008377
3945.0,-0.338738,0.985996,-0.010472
3946.0,-0.33282,0.988014,-0.029317
3947.0,-0.326888,0.989876,-0.048152
3948.0,-0.320944,0.991581,-0.06697
3949.0,-0.314987,0.99313,-0.085765
3950.0,-0.309017,0.994522,-0.104528
3951.0,-0.303035,0.995757,-0.123255
3952.0,-0.297042,0.996835,-0.141938
3953.0,-0.291036,0.997755,-0.16057
3954.0,-0.285019,0.998518,-0.179146
3955.0,-0.278991,0.999123,-0.197657
3956.0,-0.272952,0.99957,-0.216099
3957.0,-0.266902,0.99986,-0.234463
3958.0,-0.260842,0.999991,-0.252745
3959.0,-0.254771,0.999965,-0.270936
3960.0,-0.24869,0.999781,-0.289032
3961.0,-0.242599,0.999439,-0.307024
3962.0,-0.236499,0.998939,-0.324908
3963.0,-0.230389,0.998281,-0.342676
3964.0,-0.224271,0.997466,-0.360322
3965.0,-0.218143,0.996493,-0.377841
3966.0,-0.212007,0.995363,-0.395225
3967.0,-0.205863,0.994075,-0.412469
3968.0,-0.19971,0.992631,-0.429566
3969.0,-0.193549,0.99103,-0.44651
3970.0,-0.187381,0.989272,-0.463296
3971.0,-0.181206,0.987359,-0.479917
3972.0,-0.175023,0.985289,-0.496368
3973.0,-0.168833,0.983064,-0.512642
3974.0,-0.162637,0.980683,-0.528735
3975.0,-0.156434,0.978148,-0.544639
3976.0,-0.150226,0.975458,-0.56035
3977.0,-0.144011,0.972614,-0.575862
3978.0,-0.13779,0.969616,-0.591169
3979.0,-0.131564,0.966466,-0.606266
3980.0,-0.125333,0.963163,-0.621148
3981.0,-0.119097,0.959707,-0.635809
3982.0,-0.112856,0.9561,-0.650244
3983.0,-0.106611,0.952343,-0.664448
3984.0,-0.100362,0.948434,-0.678416
3985.0,-0.094108,0.944376,-0.692143
3986.0,-0.087851,0.940169,-0.705624
3987.0,-0.081591,0.935814,-0.718855
3988.0,-0.075327,0.93131,-0.73183
3989.0,-0.06906,0.92666,-0.744545
3990.0,-0.062791,0.921863,-0.756995
3991.0,-0.056519,0.916921,-0.769177
3992.0,-0.050244,0.911834,-0.781085
3993.0,-0.043968,0.906603,-0.792715
3994.0,-0.03769,0.901228,-0.804064
3995.0,-0.031411,0.895712,-0.815128
3996.0,-0.02513,0.890054,-0.825902
3997.0,-0.018848,0.884255,-0.836382
3998.0,-0.012566,0.878317,-0.846565
3999.0,-0.006283,0.87224,-0.856447
4000.0,-0.0,0.866025,-0.866025
4001.0000000000005,0.006283,0.859674,-0.875296
4002.0,0.012566,0.853187,-0.884255
4003.0,0.018848,0.846565,-0.8929
4003.9999999999995,0.02513,0.839809,-0.901228
4005.0,0.031411,0.832921,-0.909236
4006.0,0.03769,0.825902,-0.916921
4006.9999999999995,0.043968,0.818751,-0.92428
4008.0,0.050244,0.811472,-0.93131
4009.0000000000005,0.056519,0.804064,-0.93801
4010.0,0.062791,0.79653,-0.944376
4011.0,0.06906,0.78887,-0.950407
4011.9999999999995,0.075327,0.781085,-0.9561
4013.0,0.081591,0.773177,-0.961454
4014.0000000000005,0.087851,0.765146,-0.966466
4014.9999999999995,0.094108,0.756995,-0.971134
4016.0,0.100362,0.748724,-0.975458
4017.0000000000005,0.106611,0.740335,-0.979435
4018.0,0.112856,0.73183,-0.983064
4019.0,0.119097,0.723208,-0.986343
4019.9999999999995,0.125333,0.714473,-0.989272
4021.0,0.131564,0.705624,-0.99185
4022.0000000000005,0.13779,0.696664,-0.994075
4022.9999999999995,0.144011,0.687595,-0.995947
4024.0,0.150226,0.678416,-0.997466
4025.0000000000005,0.156434,0.669131,-0.99863
4026.0,0.162637,0.659739,-0.999439
4027.0,0.168833,0.650244,-0.999893
4027.9999999999995,0.175023,0.640646,-0.999991
4029.0,0.181206,0.630947,-0.999735
4030.0000000000005,0.187381,0.621148,-0.999123
4030.9999999999995,0.193549,0.611251,-0.998156
4032.0,0.19971,0.601257,-0.996835
4033.0000000000005,0.205863,0.591169,-0.995159
4034.0,0.212007,0.580987,-0.99313
4035.0,0.218143,0.570714,-0.990748
4035.9999999999995,0.224271,0.56035,-0.988014
4037.0,0.230389,0.549898,-0.984929
4038.0000000000005,0.236499,0.539359,-0.981494
4038.9999999999995,0.242599,0.528735,-0.97771
4040.0,0.24869,0.518027,-0.973579
4041.0000000000005,0.254771,0.507238,-0.969102
4042.0,0.260842,0.496368,-0.964281
4043.0,0.266902,0.48542,-0.959117
4043.9999999999995,0.272952,0.474396,-0.953612
4045.0,0.278991,0.463296,-0.947768
4046.0000000000005,0.285019,0.452123,-0.941588
4046.9999999999995,0.291036,0.440879,-0.935073
4048.0,0.297042,0.429566,-0.928226
4049.0000000000005,0.303035,0.418184,-0.92105
4050.0,0.309017,0.406737,-0.913545
4051.0,0.314987,0.395225,-0.905717
4051.9999999999995,0.320944,0.383651,-0.897566
4053.0,0.326888,0.372016,-0.889097
4054.0000000000005,0.33282,0.360322,-0.880312
4054.9999999999995,0.338738,0.348572,-0.871214
4056.0,0.344643,0.336767,-0.861806
4057.0000000000005,0.350534,0.324908,-0.852093
4058.0,0.356412,0.312998,-0.842076
4059.0,0.362275,0.301039,-0.83176
4059.9999999999995,0.368125,0.289032,-0.821149
4061.0,0.373959,0.276979,-0.810246
4062.0000000000005,0.379779,0.264883,-0.799055
4062.9999999999995,0.385584,0.252745,-0.787581
4064.0,0.391374,0.240567,-0.775826
4065.0000000000005,0.397148,0.228351,-0.763796
4066.0,0.402906,0.216099,-0.751494
4067.0,0.408649,0.203813,-0.738926
4067.9999999999995,0.414376,0.191494,-0.726095
4069.0,0.420086,0.179146,-0.713006
4070.0000000000005,0.425779,0.166769,-0.699663
4070.9999999999995,0.431456,0.154366,-0.686072
4072.0,0.437116,0.141938,-0.672238
4073.0000000000005,0.442758,0.129488,-0.658164
4074.0,0.448383,0.117017,-0.643857
4075.0,0.45399,0.104528,-0.62932
4075.9999999999995,0.45958,0.092023,-0.614561
4077.0,0.465151,0.079503,-0.599582
4078.0000000000005,0.470704,0.06697,-0.584391
4078.9999999999995,0.476238,0.054427,-0.568993
4080.0,0.481754,0.041876,-0.553392
4081.0000000000005,0.48725,0.029317,-0.537594
4082.0,0.492727,0.016754,-0.521605
4083.0,0.498185,0.004189,-0.505431
4083.9999999999995,0.503623,-0.008377,-0.489078
4085.0,0.509041,-0.020942,-0.472551
4086.0000000000005,0.51444,-0.033504,-0.455856
4086.9999999999995,0.519817,-0.04606,-0.438999
4088.0,0.525175,-0.058609,-0.421985
4089.0000000000005,0.530511,-0.071149,-0.404822
4090.0,0.535827,-0.083678,-0.387516
4091.0,0.541121,-0.096193,-0.370071
4091.9999999999995,0.546394,-0.108693,-0.352495
4093.0,0.551646,-0.121176,-0.334794
4094.0000000000005,0.556876,-0.13364,-0.316974
4094.9999999999995,0.562083,-0.146083,-0.299041
4096.0,0.567269,-0.158503,-0.281002
4097.0,0.572432,-0.170897,-0.262863
4098.0,0.577573,-0.183265,-0.244631
4099.0,0.58269,-0.195604,-0.226311
4100.0,0.587785,-0.207912,-0.207912
4101.0,0.592857,-0.220187,-0.189438
4102.0,0.597905,-0.232427,-0.170897
4103.0,0.60293,-0.244631,-0.152296
4104.0,0.60793,-0.256795,-0.13364
4105.0,0.612907,-0.26892,-0.114937
4106.0,0.61786,-0.281002,-0.096193
4107.0,0.622788,-0.293039,-0.077415
4108.0,0.627691,-0.305031,-0.058609
4109.0,0.63257,-0.316974,-0.039783
4110.0,0.637424,-0.328867,-0.020942
4111.0,0.642253,-0.340708,-0.002094
4112.0,0.647056,-0.352495,0.016754
4113.0,0.651834,-0.364227,0.035597
4114.0,0.656586,-0.375901,0.054427
4115.0,0.661312,-0.387516,0.073238
4116.0,0.666012,-0.399069,0.092023
4117.0,0.670686,-0.41056,0.110775
4118.0,0.675333,-0.421985,0.129488
4119.0,0.679953,-0.433345,0.148155
4120.0,0.684547,-0.444635,0.166769
