时间戳,输入,输出
204520.0,-0.522193,0.000401
204530.0,-0.947951,0.000768
204540.0,-0.931086,0.000777
204550.0,-0.479199,0.000422
204560.0,0.196765,-0.000129
204570.0,0.780844,-0.00062
204580.0,0.999728,-0.00082
204590.0,0.750737,-0.000637
204600.0,0.150165,-0.000155
204610.0,-0.520867,0.000398
204620.0,-0.947916,0.000765
204630.0,-0.930597,0.000773
204640.0,-0.476751,0.000419
204650.0,0.200914,-0.000132
204660.0,0.784381,-0.00062
204670.0,0.999536,-0.000817
204680.0,0.745042,-0.00063
204690.0,0.140244,-0.000147
204700.0,-0.53063,0.000405
204710.0,-0.951955,0.000766
204720.0,-0.925238,0.000766
204730.0,-0.462779,0.000406
204740.0,0.217809,-0.000146
204750.0,0.79586,-0.000628
204760.0,0.998718,-0.000814
204770.0,0.73044,-0.000616
204780.0,0.117353,-0.000128
204790.0,-0.551265,0.000421
204800.0,-0.959591,0.00077
204810.0,-0.91448,0.000755
204820.0,-0.436975,0.000383
204830.0,0.247323,-0.000169
204840.0,0.81471,-0.000641
204850.0,0.996482,-0.00081
204860.0,0.706299,-0.000595
204870.0,0.081369,-9.8e-05
204880.0,-0.582255,0.000445
204890.0,-0.969851,0.000776
204900.0,-0.897333,0.000739
204910.0,-0.398834,0.000352
204920.0,0.289172,-0.000203
204930.0,0.839917,-0.00066
204940.0,0.991528,-0.000804
204950.0,0.671654,-0.000565
204960.0,0.032179,-5.8e-05
204970.0,-0.622735,0.000476
204980.0,-0.981244,0.000784
204990.0,-0.872375,0.000718
205000.0,-0.347717,0.00031
205010.0,0.342833,-0.000246
205020.0,0.869979,-0.000683
205030.0,0.982051,-0.000795
205040.0,0.625279,-0.000527
205050.0,-0.030222,-8e-06
205060.0,-0.671407,0.000515
205070.0,-0.991736,0.000791
205080.0,-0.837801,0.000689
205090.0,-0.282958,0.000257
205100.0,0.407443,-0.000297
205110.0,0.902846,-0.000709
205120.0,0.96577,-0.000781
205130.0,0.565779,-0.000478
205140.0,-0.105605,5.3e-05
205150.0,-0.726452,0.000558
205160.0,-0.998743,0.000796
205170.0,-0.791509,0.000651
205180.0,-0.204,0.000194
205190.0,0.481664,-0.000356
205200.0,0.935866,-0.000735
205210.0,0.939977,-0.000759
205220.0,0.491733,-0.000419
205230.0,-0.193343,0.000123
205240.0,-0.785422,0.000605
205250.0,-0.999137,0.000796
205260.0,-0.731217,0.000602
205270.0,-0.110578,0.000119
205280.0,0.563535,-0.000421
205290.0,0.965741,-0.000758
205300.0,0.901627,-0.000729
205310.0,0.401876,-0.000347
205320.0,-0.292225,0.000202
205330.0,-0.845143,0.000653
205340.0,-0.989291,0.000788
205350.0,-0.654641,0.000542
205360.0,-0.002937,3.4e-05
205370.0,0.650314,-0.00049
205380.0,0.988516,-0.000776
205390.0,0.847487,-0.000686
205400.0,0.295336,-0.000263
205410.0,-0.400244,0.000287
205420.0,-0.901636,0.000698
205430.0,-0.965182,0.000769
205440.0,-0.559727,0.000467
205450.0,0.117915,-6.2e-05
205460.0,0.738336,-0.00056
205470.0,0.999619,-0.000786
205480.0,0.774346,-0.000629
205490.0,0.171921,-0.000166
205500.0,-0.514382,0.000378
205510.0,-0.950088,0.000737
205520.0,-0.922567,0.000736
205530.0,-0.444953,0.000377
205540.0,0.249924,-0.000166
205550.0,0.822896,-0.000628
205560.0,0.993984,-0.000782
205570.0,0.679319,-0.000555
205580.0,0.032448,-5.6e-05
205590.0,-0.630418,0.00047
205600.0,-0.984901,0.000765
205610.0,-0.857256,0.000686
205620.0,-0.3097,0.000271
205630.0,0.389719,-0.000276
205640.0,0.898217,-0.000688
205650.0,0.966279,-0.000762
205660.0,0.560232,-0.000462
205670.0,-0.1209,6.4e-05
205680.0,-0.742788,0.000559
205690.0,-0.999849,0.000778
205700.0,-0.7655,0.000616
205710.0,-0.154672,0.00015
205720.0,0.532365,-0.000388
205730.0,0.957511,-0.000736
205740.0,0.911259,-0.000721
205750.0,0.416095,-0.000351
205760.0,-0.284228,0.000192
205770.0,-0.844545,0.000639
205780.0,-0.98838,0.000771
205790.0,-0.64449,0.000523
205800.0,0.017651,1.7e-05
205810.0,0.6712,-0.000498
205820.0,0.993206,-0.000766
205830.0,0.824275,-0.000655
205840.0,0.247647,-0.000221
205850.0,-0.451625,0.000322
205860.0,-0.92747,0.000706
205870.0,-0.944095,0.000739
205880.0,-0.492975,0.000407
205890.0,0.202581,-0.000127
205900.0,0.797812,-0.000597
205910.0,0.997359,-0.000771
205920.0,0.701935,-0.000562
205930.0,0.057916,-7.5e-05
205940.0,-0.614994,0.00045
205950.0,-0.982394,0.000751
205960.0,-0.861421,0.000678
205970.0,-0.311942,0.000268
205980.0,0.392874,-0.000275
205990.0,0.902229,-0.00068
206000.0,0.962306,-0.000747
206010.0,0.542885,-0.000442
206020.0,-0.147249,8.4e-05
206030.0,-0.764076,0.000567
206040.0,-0.999784,0.000767
206050.0,-0.736474,0.000584
206060.0,-0.105326,0.00011
206070.0,0.578562,-0.000419
206080.0,0.973397,-0.000738
206090.0,0.881559,-0.000688
206100.0,0.348687,-0.000294
206110.0,-0.358801,0.000247
206120.0,-0.886767,0.000664
206130.0,-0.970623,0.000748
206140.0,-0.568065,0.000458
206150.0,0.119381,-6.2e-05
206160.0,0.747075,-0.00055
206170.0,0.999996,-0.000762
206180.0,0.750931,-0.000591
206190.0,0.124659,-0.000124
206200.0,-0.564369,0.000405
206210.0,-0.969819,0.000731
206220.0,-0.887605,0.000688
206230.0,-0.358784,0.0003
206240.0,0.350735,-0.000239
206250.0,0.883762,-0.000657
206260.0,0.971646,-0.000744
206270.0,0.569809,-0.000456
206280.0,-0.119429,6.1e-05
206290.0,-0.748549,0.000548
206300.0,-0.999999,0.000758
206310.0,-0.746581,0.000585
206320.0,-0.115989,0.000117
206330.0,0.573338,-0.00041
206340.0,0.972925,-0.000729
206350.0,0.880476,-0.000679
206360.0,0.342465,-0.000286
206370.0,-0.369021,0.000252
206380.0,-0.893742,0.000661
206390.0,-0.965705,0.000736
206400.0,-0.548147,0.000438
206410.0,0.147478,-8.2e-05
206420.0,0.768409,-0.00056
206430.0,0.99942,-0.000754
206440.0,0.722957,-0.000564
206450.0,0.079154,-8.8e-05
206460.0,-0.605001,0.000432
206470.0,-0.981652,0.000732
206480.0,-0.859,0.00066
206490.0,-0.299155,0.000252
206500.0,0.413112,-0.000284
206510.0,0.915083,-0.000675
206520.0,0.950819,-0.000722
206530.0,0.501808,-0.000401
206540.0,-0.203234,0.000124
206550.0,-0.804704,0.000586
206560.0,-0.995485,0.000748
206570.0,-0.677883,0.000528
206580.0,-0.013858,3.9e-05
206590.0,0.657376,-0.00047
206600.0,0.992554,-0.000738
206610.0,0.819981,-0.000629
206620.0,0.227669,-0.000198
206630.0,-0.481338,0.000334
206640.0,-0.943888,0.000694
206650.0,-0.922759,0.000699
206660.0,-0.428482,0.000345
206670.0,0.285689,-0.000185
206680.0,0.853378,-0.00062
206690.0,0.983026,-0.000737
206700.0,0.607764,-0.000475
206710.0,-0.079885,3.1e-05
206720.0,-0.726594,0.00052
206730.0,-0.999715,0.000742
206740.0,-0.758476,0.000582
206750.0,-0.126741,0.000122
206760.0,0.570385,-0.0004
206770.0,0.973758,-0.000715
206780.0,0.875272,-0.000662
206790.0,0.325398,-0.000268
206800.0,-0.392456,0.000265
206810.0,-0.907882,0.00066
206820.0,-0.954601,0.000714
206830.0,-0.508185,0.0004
206840.0,0.200957,-0.000121
206850.0,0.806326,-0.000579
206860.0,0.994714,-0.000737
206870.0,0.668366,-0.000514
206880.0,-0.004078,-2.5e-05
206890.0,-0.674536,0.000477
206900.0,-0.995582,0.000731
206910.0,-0.800562,0.000606
206920.0,-0.190298,0.000168
206930.0,0.51882,-0.000358
206940.0,0.958751,-0.000697
206950.0,0.900858,-0.000674
206960.0,0.374906,-0.000301
206970.0,-0.346014,0.000228
206980.0,-0.887137,0.000638
206990.0,-0.966835,0.000717
207000.0,-0.543338,0.000422
207010.0,0.163154,-9.2e-05
207020.0,0.784787,-0.000558
207030.0,0.997538,-0.000733
207040.0,0.690226,-0.000525
207050.0,0.022824,-4.4e-05
207060.0,-0.656613,0.000459
207070.0,-0.993376,0.000723
207080.0,-0.811358,0.000609
207090.0,-0.205344,0.000177
207100.0,0.508129,-0.000347
207110.0,0.955988,-0.00069
207120.0,0.903736,-0.000671
207130.0,0.378412,-0.000301
207140.0,-0.345178,0.000226
207150.0,-0.88806,0.000634
207160.0,-0.965573,0.00071
207170.0,-0.53678,0.000414
207180.0,0.173689,-9.9e-05
207190.0,0.793133,-0.00056
207200.0,0.996246,-0.000726
207210.0,0.676075,-0.000511
207220.0,0.000549,-2.8e-05
207230.0,-0.675391,0.00047
207240.0,-0.99621,0.00072
207250.0,-0.792865,0.000592
207260.0,-0.172078,0.000152
207270.0,0.539455,-0.000368
207280.0,0.966875,-0.000693
207290.0,0.884692,-0.000653
207300.0,0.33593,-0.000269
207310.0,-0.390173,0.000257
207320.0,-0.910464,0.000647
207330.0,-0.950062,0.000695
207340.0,-0.487748,0.000376
207350.0,0.232444,-0.000141
207360.0,0.829861,-0.000584
207370.0,0.988394,-0.000717
207380.0,0.623868,-0.000471
207390.0,-0.071041,2.4e-05
207400.0,-0.728449,0.000506
207410.0,-0.999954,0.000719
207420.0,-0.741372,0.000552
207430.0,-0.089523,9.1e-05
207440.0,0.60995,-0.000417
207450.0,0.985756,-0.000704
207460.0,0.838103,-0.000617
207470.0,0.245117,-0.000202
207480.0,-0.478273,0.000319
207490.0,-0.947456,0.000671
207500.0,-0.912655,0.000665
207510.0,-0.392078,0.000306
207520.0,0.337375,-0.000216
207530.0,0.887234,-0.000623
207540.0,0.964335,-0.000697
207550.0,0.527271,-0.0004
207560.0,-0.191135,0.00011
207570.0,-0.807673,0.000561
207580.0,-0.993111,0.000712
207590.0,-0.648131,0.000483
207600.0,0.043252,-4e-06
207610.0,0.711641,-0.000489
207620.0,0.999543,-0.000712
207630.0,0.752674,-0.000554
207640.0,0.102848,-0.0001
207650.0,-0.602177,0.000407
207660.0,-0.984702,0.000696
207670.0,-0.839488,0.000612
207680.0,-0.244075,0.000199
207690.0,0.482389,-0.00032
207700.0,0.950082,-0.000667
207710.0,0.907714,-0.000656
207720.0,0.377726,-0.000293
207730.0,-0.355358,0.000227
207740.0,-0.897517,0.000625
207750.0,-0.957007,0.000686
207760.0,-0.501514,0.000378
207770.0,0.224063,-0.000133
207780.0,0.829093,-0.000572
207790.0,0.987487,-0.000703
207800.0,0.613581,-0.000455
207810.0,-0.091306,3.8e-05
207820.0,-0.747059,0.00051
207830.0,-0.999683,0.000706
207840.0,-0.712502,0.000521
207850.0,-0.040333,5.5e-05
207860.0,0.65376,-0.000441
207870.0,0.994472,-0.000698
207880.0,0.797268,-0.000577
207890.0,0.168539,-0.000144
207900.0,-0.55156,0.000366
207910.0,-0.973022,0.000678
207920.0,-0.867263,0.000623
207930.0,-0.29129,0.00023
207940.0,0.442783,-0.000288
207950.0,0.936723,-0.000649
207960.0,0.922235,-0.000657
207970.0,0.40687,-0.000309
207980.0,-0.329662,0.000207
207990.0,-0.88713,0.00061
208000.0,-0.962259,0.000681
208010.0,-0.513873,0.000382
208020.0,0.214298,-0.000125
208030.0,0.825909,-0.000563
208040.0,0.987696,-0.000695
208050.0,0.611201,-0.000448
208060.0,-0.098624,4.3e-05
208070.0,-0.754782,0.00051
208080.0,-0.99915,0.000698
208090.0,-0.698054,0.000505
208100.0,-0.015616,3.7e-05
208110.0,0.675481,-0.000452
208120.0,0.997426,-0.000693
208130.0,0.773906,-0.000555
208140.0,0.126885,-0.000114
208150.0,-0.589713,0.000389
208160.0,-0.983486,0.000679
208170.0,-0.838488,0.000597
208180.0,-0.233862,0.000187
208190.0,0.499119,-0.000324
208200.0,0.958412,-0.000658
208210.0,0.891763,-0.00063
208220.0,0.335441,-0.000257
208230.0,-0.405253,0.000258
208240.0,-0.923367,0.00063
208250.0,-0.933895,0.000656
208260.0,-0.43073,0.000321
208270.0,0.309557,-0.00019
208280.0,0.879557,-0.000596
208290.0,0.96522,-0.000674
208300.0,0.519042,-0.00038
208310.0,-0.213346,0.000122
208320.0,-0.828208,0.000557
208330.0,-0.986223,0.000685
208340.0,-0.599884,0.000434
208350.0,0.1178,-5.6e-05
208360.0,0.770534,-0.000515
208370.0,0.997504,-0.000689
208380.0,0.672941,-0.000482
208390.0,-0.023952,-9e-06
208400.0,-0.707717,0.000469
208410.0,-0.999757,0.000687
208420.0,-0.73806,0.000524
208430.0,-0.067306,7.1e-05
208440.0,0.640886,-0.000421
208450.0,0.993739,-0.000679
208460.0,0.795235,-0.000561
208470.0,0.155228,-0.000131
208480.0,-0.571107,0.000371
208490.0,-0.980254,0.000666
208500.0,-0.844583,0.000592
208510.0,-0.239204,0.000188
208520.0,0.499369,-0.00032
208530.0,0.960129,-0.000649
208540.0,0.886331,-0.000617
208550.0,0.318756,-0.000241
208560.0,-0.426576,0.000269
208570.0,-0.934197,0.000629
208580.0,-0.920797,0.000638
208590.0,-0.393532,0.000291
208600.0,0.353542,-0.000218
208610.0,0.903281,-0.000605
208620.0,0.94837,-0.000654
208630.0,0.463288,-0.000337
208640.0,-0.280993,0.000167
208650.0,-0.868187,0.000578
208660.0,-0.969497,0.000665
208670.0,-0.527887,0.00038
208680.0,0.209562,-0.000118
208690.0,0.829684,-0.000549
208700.0,0.984668,-0.000672
208710.0,0.587279,-0.000418
208720.0,-0.139793,7e-05
208730.0,-0.788504,0.000519
208740.0,-0.9944,0.000676
208750.0,-0.641495,0.000453
208760.0,0.072144,-2.4e-05
208770.0,0.745334,-0.000488
208780.0,0.99923,-0.000676
208790.0,0.690636,-0.000484
208800.0,-0.006993,-2e-05
208810.0,-0.700809,0.000455
208820.0,-0.999699,0.000674
208830.0,-0.734856,0.000512
208840.0,-0.055357,6.2e-05
208850.0,0.655513,-0.000423
208860.0,0.996346,-0.000669
208870.0,0.774362,-0.000537
208880.0,0.114674,-0.000101
208890.0,-0.609975,0.000391
208900.0,-0.989703,0.000662
208910.0,-0.809393,0.000558
208920.0,-0.170787,0.000139
208930.0,0.564674,-0.000359
208940.0,0.980282,-0.000653
208950.0,0.840219,-0.000577
208960.0,0.223581,-0.000174
208970.0,-0.520034,0.000328
208980.0,-0.968578,0.000643
208990.0,-0.867131,0.000592
209000.0,-0.272991,0.000206
209010.0,0.47643,-0.000297
209020.0,0.955058,-0.000631
209030.0,0.89043,-0.000606
209040.0,0.318992,-0.000236
209050.0,-0.434187,0.000268
209060.0,-0.940166,0.000619
209070.0,-0.910428,0.000617
209080.0,-0.361598,0.000264
209090.0,0.39359,-0.00024
209100.0,0.924311,-0.000606
209110.0,0.927434,-0.000626
209120.0,0.400849,-0.000289
209130.0,-0.35488,0.000214
209140.0,-0.907877,0.000593
209150.0,-0.941756,0.000634
209160.0,-0.43681,0.000312
209170.0,0.31826,-0.000189
209180.0,0.891214,-0.00058
209190.0,0.953691,-0.00064
209200.0,0.469565,-0.000332
209210.0,-0.283901,0.000165
209220.0,-0.874642,0.000568
209230.0,-0.963526,0.000644
209240.0,-0.499208,0.000351
209250.0,0.251945,-0.000144
209260.0,0.858451,-0.000555
209270.0,0.971533,-0.000648
209280.0,0.525845,-0.000368
209290.0,-0.222504,0.000124
209300.0,-0.842901,0.000543
209310.0,-0.977968,0.00065
209320.0,-0.549583,0.000382
209330.0,0.195671,-0.000106
209340.0,0.828222,-0.000532
209350.0,0.983065,-0.000651
209360.0,0.570532,-0.000395
209370.0,-0.171519,9e-05
209380.0,-0.814621,0.000522
209390.0,-0.987041,0.000652
209400.0,-0.588797,0.000406
209410.0,0.150103,-7.5e-05
209420.0,0.802274,-0.000512
209430.0,0.99009,-0.000653
209440.0,0.60448,-0.000415
209450.0,-0.131468,6.3e-05
209460.0,-0.791336,0.000504
209470.0,-0.992382,0.000653
209480.0,-0.617671,0.000423
209490.0,0.115644,-5.2e-05
209500.0,0.781936,-0.000497
209510.0,0.994064,-0.000652
209520.0,0.628454,-0.000429
209530.0,-0.102656,4.4e-05
209540.0,-0.774181,0.00049
209550.0,-0.995262,0.000651
209560.0,-0.636898,0.000433
209570.0,0.092522,-3.7e-05
209580.0,0.768157,-0.000485
209590.0,0.996074,-0.000651
209600.0,0.64306,-0.000436
209610.0,-0.085253,3.2e-05
209620.0,-0.76393,0.000482
209630.0,-0.996575,0.00065
209640.0,-0.646982,0.000438
209650.0,0.080859,-2.9e-05
209660.0,0.761546,-0.000479
209670.0,0.996816,-0.000648
209680.0,0.648689,-0.000438
209690.0,-0.079345,2.8e-05
209700.0,-0.76103,0.000478
209710.0,-0.996821,0.000647
209720.0,-0.648194,0.000437
209730.0,0.080715,-2.9e-05
209740.0,0.762389,-0.000478
209750.0,0.996592,-0.000646
209760.0,0.645489,-0.000435
209770.0,-0.084972,3.2e-05
209780.0,-0.765612,0.000479
209790.0,-0.996104,0.000645
209800.0,-0.640553,0.000431
209810.0,0.092113,-3.7e-05
209820.0,0.770667,-0.000482
209830.0,0.995307,-0.000643
209840.0,0.633349,-0.000425
209850.0,-0.102136,4.3e-05
209860.0,-0.777502,0.000486
209870.0,-0.994126,0.000641
209880.0,-0.623823,0.000419
209890.0,0.115035,-5.1e-05
209900.0,0.786046,-0.00049
209910.0,0.992461,-0.00064
209920.0,0.611907,-0.00041
209930.0,-0.130796,6.1e-05
209940.0,-0.796204,0.000496
209950.0,-0.990188,0.000637
209960.0,-0.597521,0.000401
209970.0,0.149402,-7.3e-05
209980.0,0.807861,-0.000503
209990.0,0.987155,-0.000635
210000.0,0.580571,-0.000389
210010.0,-0.170825,8.7e-05
210020.0,-0.820878,0.000511
210030.0,-0.983191,0.000631
210040.0,-0.560956,0.000376
210050.0,0.195028,-0.000102
210060.0,0.835089,-0.00052
210070.0,0.978096,-0.000628
210080.0,0.538566,-0.000362
210090.0,-0.221958,0.000119
210100.0,-0.850303,0.000529
210110.0,-0.97165,0.000623
210120.0,-0.513285,0.000345
210130.0,0.251547,-0.000138
210140.0,0.8663,-0.000539
210150.0,0.96361,-0.000617
210160.0,0.484997,-0.000327
210170.0,-0.283706,0.000158
210180.0,-0.882832,0.000549
210190.0,-0.953714,0.000611
210200.0,-0.453588,0.000307
210210.0,0.318325,-0.00018
210220.0,0.899618,-0.000559
210230.0,0.941679,-0.000603
210240.0,0.418948,-0.000285
210250.0,-0.355263,0.000204
210260.0,-0.916347,0.00057
210270.0,-0.927207,0.000593
210280.0,-0.380979,0.000261
210290.0,0.394349,-0.000228
210300.0,0.932674,-0.00058
210310.0,0.909988,-0.000582
210320.0,0.339599,-0.000235
210330.0,-0.435377,0.000254
210340.0,-0.948221,0.000589
210350.0,-0.889701,0.000569
210360.0,-0.294747,0.000206
210370.0,0.478101,-0.000281
210380.0,0.962577,-0.000598
210390.0,0.86602,-0.000554
210400.0,0.246389,-0.000176
210410.0,-0.52223,0.000309
210420.0,-0.975298,0.000606
210430.0,-0.838619,0.000537
210440.0,-0.194525,0.000143
210450.0,0.567428,-0.000337
210460.0,0.985908,-0.000613
210470.0,0.807178,-0.000518
210480.0,0.139197,-0.000109
210490.0,-0.613306,0.000366
210500.0,-0.993903,0.000618
210510.0,-0.77139,0.000495
210520.0,-0.080493,7.2e-05
210530.0,0.659419,-0.000395
210540.0,0.998753,-0.000621
210550.0,0.730969,-0.00047
210560.0,0.01856,-3.3e-05
210570.0,-0.705269,0.000424
210580.0,-0.999908,0.000622
210590.0,-0.685659,0.000442
210600.0,0.046393,-7e-06
210610.0,0.750298,-0.000452
210620.0,0.996801,-0.000621
210630.0,0.635242,-0.000411
210640.0,-0.114087,4.9e-05
210650.0,-0.793888,0.000479
210660.0,-0.988859,0.000616
210670.0,-0.579551,0.000377
210680.0,0.184162,-9.3e-05
210690.0,0.835367,-0.000505
210700.0,0.97551,-0.000608
210710.0,0.518482,-0.000339
210720.0,-0.256174,0.000138
210730.0,-0.874005,0.000529
210740.0,-0.956191,0.000597
210750.0,-0.452003,0.000298
210760.0,0.329589,-0.000183
210770.0,0.909022,-0.000552
210780.0,0.930367,-0.000581
210790.0,0.380169,-0.000254
210800.0,-0.403776,0.000229
210810.0,-0.939595,0.000571
210820.0,-0.897539,0.000562
210830.0,-0.303135,0.000207
210840.0,0.478004,-0.000275
210850.0,0.964865,-0.000587
210860.0,0.857264,-0.000537
210870.0,0.221169,-0.000157
210880.0,-0.551442,0.000321
210890.0,-0.983948,0.0006
210900.0,-0.809167,0.000508
210910.0,-0.134661,0.000104
210920.0,0.62316,-0.000365
210930.0,0.995954,-0.000608
210940.0,0.752968,-0.000475
210950.0,0.04414,-4.8e-05
210960.0,-0.692132,0.000408
210970.0,-0.999997,0.000611
210980.0,-0.688493,0.000436
210990.0,0.049721,-9e-06
211000.0,0.757242,-0.000448
211010.0,0.995221,-0.000609
211020.0,0.615703,-0.000392
211030.0,-0.146094,6.8e-05
211040.0,-0.817296,0.000486
211050.0,-0.980819,0.000601
211060.0,-0.534709,0.000343
211070.0,0.243993,-0.000128
211080.0,0.871038,-0.000519
211090.0,0.956063,-0.000587
211100.0,0.445794,-0.00029
211110.0,-0.342267,0.000188
211120.0,-0.917165,0.000548
211130.0,-0.92033,0.000566
211140.0,-0.349438,0.000231
211150.0,0.439612,-0.000248
211160.0,0.954355,-0.000572
211170.0,0.873131,-0.000539
211180.0,0.246328,-0.000169
211190.0,-0.534569,0.000306
211200.0,-0.981294,0.000589
211210.0,-0.814148,0.000504
211220.0,-0.137377,0.000104
211230.0,0.625539,-0.000361
211240.0,0.996709,-0.0006
211250.0,0.743265,-0.000462
211260.0,0.023737,-3.5e-05
211270.0,-0.710808,0.000414
211280.0,-0.999408,0.000603
211290.0,-0.660597,0.000413
211300.0,0.093199,-3.5e-05
211310.0,0.788564,-0.000462
211320.0,0.988319,-0.000597
211330.0,0.56653,-0.000357
211340.0,-0.211794,0.000107
211350.0,-0.856937,0.000504
211360.0,-0.96254,0.000583
211370.0,-0.461742,0.000295
211380.0,0.330178,-0.000179
211390.0,0.914038,-0.000539
211400.0,0.921387,-0.00056
211410.0,0.347235,-0.000227
211420.0,-0.44626,0.000249
211430.0,-0.958008,0.000567
211440.0,-0.864442,0.000527
211450.0,-0.224347,0.000154
211460.0,0.557759,-0.000316
211470.0,0.987072,-0.000586
211480.0,0.791606,-0.000485
211490.0,0.094769,-7.7e-05
211500.0,-0.662235,0.00038
211510.0,-0.999605,0.000595
211520.0,-0.703144,0.000433
211530.0,0.039455,-3e-06
211540.0,0.757144,-0.000437
211550.0,0.994197,-0.000594
211560.0,0.599734,-0.000373
211570.0,-0.175941,8.5e-05
211580.0,-0.83989,0.000488
211590.0,-0.969726,0.000581
211600.0,-0.482501,0.000304
211610.0,0.311982,-0.000166
211620.0,0.907903,-0.00053
211630.0,0.925432,-0.000556
211640.0,0.353044,-0.000228
211650.0,-0.444593,0.000245
211660.0,-0.958716,0.000562
211670.0,-0.860994,0.00052
211680.0,-0.213456,0.000146
211690.0,0.570561,-0.000321
211700.0,0.990059,-0.000582
211710.0,0.776592,-0.000471
211720.0,0.066322,-5.9e-05
211730.0,-0.686516,0.00039
211740.0,-0.999958,0.00059
211750.0,-0.672975,0.000412
211760.0,0.085298,-3e-05
211770.0,0.789023,-0.000452
211780.0,0.986838,-0.000584
211790.0,0.551512,-0.000341
211800.0,-0.237906,0.000121
211810.0,-0.874684,0.000504
211820.0,-0.949627,0.000564
211830.0,-0.414224,0.000261
211840.0,0.387625,-0.000209
211850.0,0.940258,-0.000545
211860.0,0.887863,-0.00053
211870.0,0.263806,-0.000174
211880.0,-0.530287,0.000294
211890.0,-0.982796,0.000572
211900.0,-0.801784,0.000481
211910.0,-0.103613,8e-05
211920.0,0.661537,-0.000372
211930.0,0.999778,-0.000584
211940.0,0.69241,-0.000419
211950.0,-0.062373,1.7e-05
211960.0,-0.776971,0.000441
211970.0,-0.989264,0.00058
211980.0,-0.561606,0.000344
211990.0,0.229607,-0.000115
212000.0,0.872289,-0.000499
212010.0,0.950035,-0.000559
212020.0,0.412118,-0.000258
212030.0,-0.393085,0.000211
212040.0,-0.943466,0.000542
212050.0,-0.881727,0.000522
212060.0,-0.247575,0.000163
212070.0,0.547479,-0.000302
212080.0,0.98695,-0.00057
212090.0,0.784952,-0.000468
212100.0,0.072457,-6.2e-05
212110.0,-0.687303,0.000384
212120.0,-0.999848,0.00058
212130.0,-0.661389,0.000398
212140.0,0.107984,-4.3e-05
212150.0,0.807116,-0.000456
212160.0,0.980126,-0.000571
212170.0,0.513842,-0.000314
212180.0,-0.287841,0.000148
212190.0,-0.901746,0.000512
212200.0,-0.926795,0.000542
212210.0,-0.346262,0.000218
212220.0,0.460726,-0.000249
212230.0,0.966545,-0.000552
212240.0,0.840071,-0.000495
212250.0,0.163702,-0.000113
212260.0,-0.619982,0.000342
212270.0,-0.99764,0.000573
212280.0,-0.721503,0.000428
212290.0,0.027764,3e-06
212300.0,0.758949,-0.000424
212310.0,0.992195,-0.000572
212320.0,0.574062,-0.000345
212330.0,-0.221204,0.000108
212340.0,-0.871252,0.00049
212350.0,-0.948654,0.00055
212360.0,-0.402155,0.000248
212370.0,0.409044,-0.000217
212380.0,0.95113,-0.000539
212390.0,0.866954,-0.000506
212400.0,0.211594,-0.00014
212410.0,-0.583344,0.000318
212420.0,-0.993766,0.000566
212430.0,-0.74869,0.00044
212440.0,-0.009461,2.5e-05
212450.0,0.736144,-0.000407
212460.0,0.995626,-0.00057
212470.0,0.597218,-0.000356
212480.0,-0.196087,9.3e-05
212490.0,-0.859838,0.00048
212500.0,-0.954762,0.000549
212510.0,-0.417677,0.000255
212520.0,0.396112,-0.000208
212530.0,0.9476,-0.000533
212540.0,0.871083,-0.000504
212550.0,0.216921,-0.000142
212560.0,-0.581262,0.000315
212570.0,-0.993803,0.000562
212580.0,-0.746548,0.000436
212590.0,-0.00334,2.1e-05
212600.0,0.742216,-0.000408
212610.0,0.994442,-0.000565
212620.0,0.585275,-0.000347
212630.0,-0.213418,0.000102
212640.0,-0.870175,0.000483
212650.0,-0.947511,0.000542
212660.0,-0.393546,0.00024
212670.0,0.422843,-0.000222
212680.0,0.957394,-0.000535
212690.0,0.85331,-0.000491
212700.0,0.179673,-0.00012
212710.0,-0.614054,0.000332
212720.0,-0.997718,0.000561
212730.0,-0.714664,0.000416
212740.0,0.046263,-7e-06
212750.0,0.776376,-0.000425
212760.0,0.987082,-0.000558
212770.0,0.537004,-0.000318
212780.0,-0.272814,0.000135
212790.0,-0.899974,0.000498
212800.0,-0.923956,0.000526
212810.0,-0.328311,0.000202
212820.0,0.487706,-0.000257
212830.0,0.976512,-0.000544
212840.0,0.809675,-0.000465
212850.0,0.098877,-7.4e-05
212860.0,-0.678496,0.000366
212870.0,-0.999803,0.00056
212880.0,-0.648634,0.000377
212890.0,0.139096,-5.9e-05
212900.0,0.833316,-0.000456
212910.0,0.966387,-0.000545
212920.0,0.448302,-0.000267
212930.0,-0.372082,0.000191
212940.0,-0.941671,0.000519
212950.0,-0.87601,0.000498
212960.0,-0.219034,0.00014
212970.0,0.585965,-0.000312
212980.0,0.995237,-0.000553
212990.0,0.731927,-0.00042
213000.0,-0.026332,-4e-06
213010.0,-0.766909,0.000415
213020.0,-0.988608,0.000552
213030.0,-0.541015,0.000316
213040.0,0.273104,-0.000134
213050.0,0.9023,-0.000493
213060.0,0.919916,-0.000518
213070.0,0.313634,-0.000191
213080.0,-0.505556,0.000265
213090.0,-0.981714,0.000541
213100.0,-0.791276,0.000449
213110.0,-0.063221,5.3e-05
213120.0,0.70793,-0.000379
213130.0,0.997837,-0.000553
213140.0,0.608994,-0.000351
213150.0,-0.194376,9e-05
213160.0,-0.865541,0.000469
